variant	0
CNTRL_1	0.043823529411764706
CNTRL_2	0.04247058823529412
CNTRL_10	0.04194117647058824
CNTRL_9	0.04164705882352941
CNTRL_25	0.041529411764705884
CNTRL_7	0.04129411764705883
CNTRL_15	0.04123529411764706
CNTRL_17	0.04076470588235294
CNTRL_19	0.04052941176470588
CNTRL_12	0.04047058823529412
CNTRL_24	0.040411764705882355
CNTRL_18	0.04029411764705883
CNTRL_11	0.04023529411764706
CNTRL_16	0.04005882352941177
CNTRL_6	0.03947058823529412
CNTRL_21	0.039411764705882354
CNTRL_22	0.03923529411764706
CNTRL_4	0.0391764705882353
CNTRL_13	0.0391764705882353
CNTRL_14	0.03870588235294118
CNTRL_5	0.03864705882352941
CNTRL_20	0.03805882352941177
CNTRL_23	0.03741176470588235
CNTRL_8	0.037294117647058825
CNTRL_3	0.03670588235294118
